charge_code,severity,class,short_desc,mshp_code,ncic_code,statute,long_desc,osca_type,sevclass_value,ncic_category,legacy,OLD_category,OLD_ncic,dv
565.070-001Y199813,F,D,ASLT 3RD -3RD OFNS FAMILY/HSHOLD,FELAST,13,565070,ASSAULT 3RD DEGREE - 3RD OR SUBSEQUENT OFFENSE AGAINST FAMILY/HOUSEHOLD MEMBER,F,4,ASSAULT,FALSE,Assault,13,
565.070-002Y201013,M,A,"ASSAULT 3RD DEG-SUBD 1,2,4,&6",MISAST,13,565070,"ASSAULT 3RD DEGREE - PURSUANT TO SUBDIVISIONS (1), (2), (4) AND (6)",M,7,ASSAULT,FALSE,Assault,13,
565.070-003Y201013,M,C,ASSAULT 3RD DEGREE-SUBD 3 AND 5,MISAST,13,565070,ASSAULT 3RD DEGREE - PURSUANT TO SUBDIVISIONS (3) AND (5),M,9,ASSAULT,FALSE,Assault,13,
565.070-998Y197913,M,C,ASSAULT 3RD DEG-SUBD 3 & 5,MISAST,13,565070,ASSAULT 3RD DEGREE - PURSUANT TO SUBDIVISIONS (3) & (5),M,9,ASSAULT,FALSE,Assault,13,
565.070-999Y197913,M,A,"ASSLT 3RD DEGR-SUBD 1,2,4&6",MISAST,13,565070,"ASSAULT 3RD DEGREE - PURSUANT TO SUBDIVISIONS (1), (2), (4),& (6)",M,7,ASSAULT,FALSE,Assault,13,
565.072-001Y199913,F,A,DOM ASSLT 1ST DEG SER INJ,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - SERIOUS PHYSICAL INJURY,F,1,ASSAULT,FALSE,Assault,13,
565.072-001Y202013,F,A,DOM ASSLT 1ST DEG SER INJ,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - SERIOUS PHYSICAL INJURY,F,1,ASSAULT,FALSE,Assault,13,
565.072-002Y199913,F,B,DOMESTIC ASSLT 1ST DEGREE,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - 1ST OFFENSE,F,2,ASSAULT,FALSE,Assault,13,TRUE
565.072-002Y202013,F,B,DOMESTIC ASSLT 1ST DEGREE,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - 1ST OFFENSE,F,2,ASSAULT,FALSE,Assault,13,TRUE
565.072-003Y200713,F,A,DOMESTIC ASSLT-1ST DEG-PREV OFNS,FELAST,13,565072,DOMESTIC ASSAULT - 1ST DEGREE - PREVIOUS OFFENSE UNDER THIS SECTION,F,1,ASSAULT,FALSE,Assault,13,TRUE
565.072-004Y199813,F,B,DOMESTIC ASLT-1ST DEG-PRIOR,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - PRIOR DOMESTIC VIOLENCE OFFENDER PURSUANT TO SECTION 565.063,F,2,ASSAULT,FALSE,Assault,13,TRUE
565.072-005Y200013,F,B,DOMESTIC ASSAULT-1ST DEG-PERSISTENT,FELAST,13,565072,DOMESTIC ASSAULT 1ST DEGREE - PERSISTENT DOMESTIC VIOLENCE OFFENDER PURSUANT TO SECTION 565.063,F,2,ASSAULT,FALSE,Assault,13,TRUE
565.072-006Y201713,F,A,DOMESTIC ASSAULT - 1ST DEGREE - SERIOUS PHYSICAL INJURY,FELAST,13,565072,DOMESTIC ASSAULT - 1ST DEGREE - SERIOUS PHYSICAL INJURY,F,1,ASSAULT,FALSE,Assault,13,TRUE
565.072-007Y201713,F,B,DOMESTIC ASSAULT - 1ST DEGREE,FELAST,13,565072,DOMESTIC ASSAULT - 1ST DEGREE,F,2,ASSAULT,FALSE,Assault,13,TRUE
565.072-998Y199813,F,A,DOM ASLT-IST DEG-PRIOR DV OFNDR,FELAST,13,565072,DOMESTIC ASSAULT-1ST DEGREE-PRIOR DOMESTIC VIOLENCE OFFENDER,,1,ASSAULT,FALSE,Assault,13,
565.072-999Y199813,F,A,DOM ASLT-1ST DEG-PERS DV OFNDR,FELAST,13,565072,DOMESTIC ASSAULT-FIRST DEGREE-PERSISTENT DOMESTIC VIOLENCE OFFENDER,,1,ASSAULT,FALSE,Assault,13,
565.073-001Y200013,F,C,DOMESTIC ASSAULT-2ND DEG-PRIOR,FELAST,13,565073,DOMESTIC ASSAULT 2ND DEGREE - PRIOR DOMESTIC VIOLENCE OFFENDER PURSUANT TO SECTION 565.063,F,3,ASSAULT,FALSE,Assault,13,TRUE
565.073-002Y200013,F,C,DOMESTIC ASSAULT-2ND DEG-PERSISTENT,FELAST,13,565073,DOMESTIC ASSAULT 2ND DEGREE - PERSISTENT DOMESTIC VIOLENCE OFFENDER PURSUANT TO SECTION 565.063,F,3,ASSAULT,FALSE,Assault,13,TRUE
565.073-003Y199813,F,C,DOMESTIC ASSAULT-2ND DEGREE,FELAST,13,565073,DOMESTIC ASSAULT 2ND DEGREE - 1ST OFFENSE,F,3,ASSAULT,FALSE,Assault,13,TRUE
565.073-003Y201713,F,D,DOMESTIC ASSAULT - 2ND DEGREE,FELAST,13,565073,DOMESTIC ASSAULT - 2ND DEGREE,F,4,ASSAULT,FALSE,Assault,13,TRUE
565.073-003Y202013,F,D,DOMESTIC ASSAULT - 2ND DEGREE,FELAST,13,565073,DOMESTIC ASSAULT - 2ND DEGREE,F,4,ASSAULT,FALSE,Assault,13,TRUE
565.073-998Y200313,F,B,DOMESTIC ASSAULT-2ND-PRIOR OFFENDER,FELAST,13,565073,DOMESTIC ASSAULT-2ND DEGREE-PRIOR DOMESTIC ASSAULT OFFENDER,,2,ASSAULT,FALSE,Assault,13,TRUE
565.073-999Y200013,F,A,DOM ASLT-2ND DEG-PERS DOM ASLT OFF,FELAST,13,565073,DOMESTIC ASSAULT-SECOND DEGREE-PERSISTENT DOMESTIC ASSAULT OFFENDER,,1,ASSAULT,FALSE,Assault,13,
565.074-001Y200013,F,D,DOM ASLT 3RD-3RD/SUBS OF,FELAST,13,565074,DOMESTIC ASSAULT 3RD DEGREE - 3RD OR SUBSEQUENT OFFENSE,F,4,ASSAULT,FALSE,Assault,13,
565.074-002Y200013,M,A,DOM ASSLT-3RD-1ST/2ND OFF,MISAST,13,565074,DOMESTIC ASSAULT 3RD DEGREE - 1ST OR 2ND OFFENSE,M,7,ASSAULT,FALSE,Assault,13,
565.074-003Y201713,F,E,DOMESTIC ASSAULT - 3RD DEGREE,FELAST,13,565074,DOMESTIC ASSAULT - 3RD DEGREE,F,5,ASSAULT,FALSE,Assault,13,TRUE
565.074-003Y202013,F,E,DOMESTIC ASSAULT - 3RD DEGREE,FELAST,13,565074,DOMESTIC ASSAULT - 3RD DEGREE,F,5,ASSAULT,FALSE,Assault,13,TRUE
565.075-001Y199613,F,D,ASSLT-SCHOOL PROPERTY,FELAST,13,565075,ASSAULT WHILE ON SCHOOL PROPERTY,F,4,ASSAULT,FALSE,Assault,13,
565.076-001Y201713,F,E,DOMESTIC ASSAULT - 4TH DEGREE - 3RD OR SUBSEQUENT OFFENSE,FELAST,13,565076,DOMESTIC ASSAULT - 4TH DEGREE - 3RD OR SUBSEQUENT OFFENSE,F,5,ASSAULT,FALSE,Assault,13,TRUE
565.076-001Y202013,F,E,DOMESTIC ASSAULT - 4TH DEGREE - 3RD OR SUBSEQUENT OFFENSE,FELAST,13,565076,DOMESTIC ASSAULT - 4TH DEGREE - 3RD OR SUBSEQUENT OFFENSE,F,5,ASSAULT,FALSE,Assault,13,TRUE
565.076-002Y201713,M,A,DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE,MISAST,13,565076,DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE,M,7,ASSAULT,FALSE,Assault,13,TRUE
565.076-003Y201713,M,A,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",,13,565076,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",M,7,ASSAULT,FALSE,Assault,13,TRUE
565.076-003Y202013,M,A,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",,13,565076,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",M,7,ASSAULT,FALSE,Assault,13,TRUE
565.076-004Y201713,M,A,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",,13,565076,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",M,7,ASSAULT,FALSE,Assault,13,TRUE
565.076-004Y202013,M,A,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",,13,565076,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",M,7,ASSAULT,FALSE,Assault,13,TRUE
565.081-001Y198913,F,A,"ASSLT/ATMPT ON L/E, ETC.-1ST DEG",FELOFC,13,565081,"ASSAULT/ATTEMPT ASSAULT 1ST DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER, CABLE WORKER, OR PROBATION AND PAROLE OFFICER",F,1,ASSAULT,FALSE,Assault,13,
565.081-999Y200313,F,A,ASLT/ATTPT EMRGNCY/P&P PERSN-1ST,FELAST,13,565081,ASSAULT OR ATTEMPTS ASSAULT ON EMERGENCY PERSONNEL OR PROBATION AND PAROLE OFFICER 1ST DEGREE,,1,ASSAULT,FALSE,Assault,13,
565.082-001Y200513,F,B,"ASLT/ATMP-L/E,ETC. 2 DEG-WEP/INSTR",FELOFC,13,565082,"ASSAULT/ATTEMPT ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER BY MEANS OF A DEADLY WEAPON OR DANGEROUS INSTRUMENT/PHYSICAL INJURY",F,2,ASSAULT,FALSE,Assault,13,
565.082-002Y200513,F,C,"ASLT/ATMPT-L/E, ETC.2ND-NO WEP/INJ",FELOFC,13,565082,"ASSAULT/ATTEMPT ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER BY MEANS OTHER THAN DEADLY WEAPON OR DANGEROUS INSTRUMENT/PHYSICAL INJURY",F,3,ASSAULT,FALSE,Assault,13,
565.082-003Y200513,F,B,"ASLT/ATMP ON L/E,ETC-PHYS INJURY",FELOFC,13,565082,"""ASSAULT/ATTEMPT ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER - RECKLESSLY CAUSE SERIOUS PHYSICAL INJURY""",F,2,ASSAULT,FALSE,Assault,13,
565.082-004Y200513,F,B,"ASLT-VEH-2ND-L/E,ETC W/INTOX",ALCFEL,13,565082,"ASSAULT - VEHICULAR - 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER WHILE INTOXICATED WITH ALCOHOL OR DRUGS",F,2,ASSAULT,FALSE,Assault,13,
565.082-005Y200813,F,B,"ASLT-VESSEL-2ND-LE,ETC-INTOX",FELOFC,13,565082,"ASSAULT - VESSEL- 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER WHILE INTOXICATED WITH ALCOHOL OR DRUGS",F,2,ASSAULT,FALSE,Assault,13,
565.082-006Y200513,F,C,"ASLT 2ND-L/E,ETC-APPRHEN INJ",FELOFC,13,565082,"""ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER - PURPOSELY/RECKLESSLY PLACE PERSON IN APPREHENSION OF IMMEDIATE SERIOUS PHYSICAL INJURY""",F,3,ASSAULT,FALSE,Assault,13,
565.082-007Y200513,F,C,"ASLT 2ND DGR L/E,ETC-CRIM NEG-WEP",FELOFC,13,565082,"ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER - ACTS WITH CRIMINAL NEGLIGENCE - MEANS OF A DEADLY WEAPON OR DANGEROUS INSTRUMENT",F,3,ASSAULT,FALSE,Assault,13,
565.082-008Y200513,F,C,"ASLT 2ND-L/E,ETC-CRIM NEG-RISK",FELOFC,13,565082,"ASSAULT 2ND DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER, UTILITY WORKER OR PROBATION AND PAROLE OFFICER - ACTS WITH CRIMINAL NEGLIGENCE - CREATED RISK OF DEATH OR SERIOUS PHYSICAL INJURY",F,3,ASSAULT,FALSE,Assault,13,
565.082-986Y200413,F,C,ASSAULT-EMERG PERS-APPREHENSION,FELAST,13,565082,ASSAULT ON EMERGENCY PERSONNEL (PURPOSELY/RECKLESSLY PLACE PERSON IN APPREHENSION OF IMMEDIATE SERIOUS PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-987Y200413,F,C,ASSAULT-LEO-APPREHENSION-INJURY,FELOFC,13,565082,ASSAULT ON LAW ENFORCEMENT OFFICER (PURPOSELY/RECKLESSLY PLACE PERSON IN APPREHENSION OF IMMEDIATE SERIOUS PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-988Y200413,F,C,ASSAULT-LEO-NEGL-DEATH-INJURY,FELOFC,13,565082,ASSAULT ON LAW ENFORCEMENT OFFICER (CRIMINAL NEGLIGENCE-CREATE RISK OF DEATH OR SERIOUS PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-989Y200413,F,C,ASSAULT-EMERG PERS-NEG-DEATH/INJ,FELAST,13,565082,ASSAULT ON EMERGENCY PERSONNEL (CRIMINAL NEGLIGENCE-CREATE RISK OF DEATH OR SERIOUS PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-990Y200413,F,C,ASSAULT-LEO-NEG/DEADLT WPN/INSTR,FELOFC,13,565082,ASSAULT ON LAW ENFORCEMENT OFFICER (CRIMINAL NEGLIGENCE-MEANS OF A DEADLY WEAPON/DANGEROUS INSTRUMENT),,3,ASSAULT,FALSE,Assault,13,
565.082-991Y200413,F,C,ASSAULT-EMERG PERS-NEG/DEDLY WPN,FELAST,13,565082,ASSAULT ON EMERGENCY PERSONNEL (CRIMINAL NEGLIGENCE-BY MEANS OF A DEADLY WEAPON/DANGEROUS INSTRUMENT),,3,ASSAULT,FALSE,Assault,13,
565.082-992Y200413,F,C,ASSLT-LEO-OTHER THAN WPN/INSTR,FELOFC,13,565082,ASSAULT/ATTEMPT ASSAULT ON LAW ENFORCEMENT OFFICER (BY MEANS OTHER THAN DEADLY WEAPON/DANGEROUS INSTRUMENT/PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-993Y200313,F,B,ASSLT/ATTEMPT-LEO-WPN/INSTRUMENT,FELOFC,13,565082,ASSAULT/ATTEMPT ASSAULT ON LAW ENFORCEMENT OFFICER (BY MEANS OF DEADLY WEAPON/DANGEROUS INSTRUMENT,,2,ASSAULT,FALSE,Assault,13,
565.082-994Y200413,F,C,ASSLT-EMER PERS-OTHER THAN WPN,FELAST,13,565082,ASSAULT/ATTEMPT ASSAULT ON EMERGENCY PERSONNEL (BY MEANS OTHER THAN DEADLY WEAPON/DANGEROUS INSTRUMENT/PHYSICAL INJURY),,3,ASSAULT,FALSE,Assault,13,
565.082-995Y200313,F,B,ASSLT/ATTMP EMER PERS WPN/INSTRU,FELAST,13,565082,ASSAULT/ATTEMPT ASSAULT ON EMERGENCY PERSONNEL (DEADLY WEAPON/INSTRUMENT),,2,ASSAULT,FALSE,Assault,13,
565.082-996Y200313,F,B,ASSAULT-EMERGENCY PERSONNEL-INTOXICATED-VEHICULAR,FELAST,13,565082,ASSAULT ON EMERGENCY PERSONNEL WHILE INTOXICATED (ALCOHOL/DRUG)-VEHICULAR,,2,ASSAULT,FALSE,Assault,13,
565.082-997Y198913,F,B,ASSAULT-LEO-WHILE INTOXICATED-VEHICULAR,ALCFEL,13,565082,ASSAULT ON A LAW ENFORCEMENT OFFICER WHILE INTOXICATED (ALCOHOL/DRUG)-VEHICULAR,,2,ASSAULT,FALSE,Assault,13,
565.082-998Y200313,F,B,ASSAULT-EMER PERS-PHYSICAL INJURY,FELAST,13,565082,ASSAULT ON EMERGENCY PERSONNEL (RECKLESS/SERIOUS PHYSICAL INJURY),,2,ASSAULT,FALSE,Assault,13,
565.082-999Y198913,F,B,ASSAULT LAW OFFICER-PHYS INJURY,FELOFC,13,565082,ASSAULT ON LAW ENFORCEMENT OFFICER (RECKLESS/SERIOUS PHYSICAL INJURY),,2,ASSAULT,FALSE,Assault,13,
565.083-001Y200513,M,A,"ASSAULT 3RD DEG-L/E,ETC-PHYS INJURY",MISOFC,13,565083,"ASSAULT 3RD DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER IN A CONSTRUCTION/WORK ZONE, UTILITY WORKER OR PROBATION AND PAROLE OFFICER BY MEANS OF PHYSICAL INJURY",M,7,ASSAULT,FALSE,Assault,13,
565.083-002Y200513,M,A,"ASLT/ATMPT 3RD DEG-L/E,ETC-PHYS CON",MISOFC,13,565083,"ASSAULT/ATTEMPT ASSAULT 3RD DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER IN A CONSTRUCTION/WORK ZONE, UTILITY WORKER OR PROBATION AND PAROLE OFFICER - BY MEANS OF PHYSICAL CONTACT",M,7,ASSAULT,FALSE,Assault,13,
565.083-003Y200513,M,A,"ASLT 3RD DEG-L/E,ETC.-APREH INJ",MISOFC,13,565083,"ASSAULT 3RD DEGREE ON LAW ENFORCEMENT OFFICER, CORRECTIONS OFFICER, EMERGENCY PERSONNEL, HIGHWAY WORKER IN A CONSTRUCTION/WORK ZONE, UTILITY WORKER OR PROBATION AND PAROLE OFFICER- APPREHENSION OF PHYSICAL INJURY",M,7,ASSAULT,FALSE,Assault,13,
565.083-992Y200413,M,A,ASSAULT-LEO-PHYSICAL INJURY,MISOFC,13,565083,ASSAULT ON LAW ENFORCEMENT OFFICER (PHYSICAL INJURY),,7,ASSAULT,FALSE,Assault,13,
565.083-993Y200413,M,A,ASSAULT-EMERG PERS-PHYS INJURY,MISAST,13,565083,ASSAULT ON EMERGENCY PERSONNEL (PHYSICAL INJURY),,7,ASSAULT,FALSE,Assault,13,
565.083-994Y200413,M,A,ASSAULT/ATTEMPT-LEO-PHYS CONTACT,MISOFC,13,565083,ASSAULT/ATTEMPT ASSAULT ON LAW ENFORCEMENT OFFICER (PHYSICAL CONTACT),,7,ASSAULT,FALSE,Assault,13,
565.083-995Y200413,M,A,ASSAULT/ATTEMPT-EMERG PERS-CONTACT,MISAST,13,565083,ASSAULT/ATTEMPT ASSAULT ON EMERGENCY PERSONNEL (PHYSICAL CONTACT),,7,ASSAULT,FALSE,Assault,13,
565.083-996Y198913,M,A,ASSAULT LAW OFFICER 3RD,MISOFC,13,565083,ASSAULT ON LAW ENFORCEMENT OFFICER THIRD DEGREE,,7,ASSAULT,FALSE,Assault,13,
565.083-997Y200413,M,A,ASSAULT-LEO-APPREHENSION-INJURY,MISOFC,13,565083,ASSAULT ON LAW ENFORCEMENT OFFICER (APPREHENSION OF PHYSICAL INJURY),,7,ASSAULT,FALSE,Assault,13,
565.083-998Y200313,M,A,ASSAULT ON EMERGENCY PERSONNEL-3RD DEGREE,MISAST,13,565083,ASSAULT ON EMERGENCY PERSONNEL-3RD DEGREE,,7,ASSAULT,FALSE,Assault,13,
565.083-999Y200413,M,A,ASSAULT-EMERG PERS-APPREHENSION,MISAST,13,565083,ASSAULT ON EMERGENCY PERSONNEL (APPREHENSION OF PHYSICAL INJURY),,7,ASSAULT,FALSE,Assault,13,
565.084-001Y199750,F,C,TAMPER W JUDICIAL OFFICR,FELJUD,50,565084,TAMPERING WITH JUDICIAL OFFICER,F,3,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
565.084-999Y198913,F,C,TAMPER WITH JUDICAL OFFICER,FELJUD,13,565084,TAMPERING WITH JUDICIAL OFFICER,,3,ASSAULT,FALSE,Assault,13,
565.085-001Y200513,F,D,ENDGR PERSN DOC-BODILY FLUIDS,FELAST,13,565085,ENDANGER CORRECTIONAL EMPLOYEE/VISITOR/ANOTHER OFFENDER BY ATTEMPTING TO CAUSE OR KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH BODILY FLUID(S),F,4,ASSAULT,FALSE,Assault,13,
565.085-002Y200513,M,A,ENDNGR PRSN DOC/UNKNOWN SUBST,MISAST,13,565085,ENDANGER CORRECTIONAL EMPLOYEE/VISITOR/ANOTHER OFFENDER BY ATTEMPTING TO CAUSE OR KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH AN UNIDENTIFIED SUBSTANCE,M,7,ASSAULT,FALSE,Assault,13,
565.085-003Y200513,F,C,ENDNGR PRSN DOC/EXP HIV/HEP B/C,FELAST,13,565085,ENDANGER CORRECTIONAL EMPLOYEE/VISITOR/ANOTHER OFFENDER BY ATTEMPTING TO EXPOSE OR KNOWINGLY EXPOSE A PERSON TO HIV/HEPATITIS B OR C,F,3,ASSAULT,FALSE,Assault,13,
565.086-001Y201013,F,C,SEXUALLY VIOLENT PREDATOR ENDANGER DMH EMP/VIS-HIV/HEP,FELAST,13,565086,"SEXUALLY VIOLENT PREDATOR ENDANGER A DEPARTMENT OF MENTAL HEALTH EMPLOYEE, VISITOR, OTHER PERSON OR OFFENDER BY ATTEMPTING TO CAUSE OR KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH HIV/HEPATITIS",F,3,ASSAULT,FALSE,Assault,13,
565.086-002Y201013,F,D,SEXUALLY VIOLENT PREDATOR ENDANGR DMH EMP/VIST BOD FLUID,FELAST,13,565086,"SEXUALLY VIOLENT PREDATOR ENDANGER A DEPARTMENT OF MENTAL HEALTH EMPLOYEE, VISITOR, OTHER PERSON OR OFFENDER BY ATTEMPT TO CAUSE OR KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH BODILY FLUIDS/FECES",F,4,ASSAULT,FALSE,Assault,13,
565.086-003Y201013,M,A,SEXUALLY VIOLENT PREDATOR ENDANGER DMH EMP/VISIT-UNID SUBS,MISAST,13,565086,"SEXUALLY VIOLENT PREDATOR ENDANGER A DEPARTMENT OF MENTAL HEALTH EMPLOYEE, VISITOR, OTHER PERSON OR OFFENDER BY ATTEMPT TO CAUSE OR KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH AN UNIDENTIFIED SUBSTANCE",M,7,ASSAULT,FALSE,Assault,13,
565.090-001Y200853,F,D,HARASSMENT - PRIOR OFFENDER OR PERSON <21 HARASS PERSON 17 OR YOUNGER,FELPEC,53,565090,HARASSMENT BY PERSON 21 YEARS OR OLDER AGAINST PERSON 17 YEARS OF AGE OR YOUNGER OR PRIOR OFFENDER OF SECTION 565.090,F,4,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.090-002Y200853,M,A,HARASSMENT,MISPEC,53,565090,HARASSMENT BY ANY COMMUNICATION THAT FRIGHTENS/INTIMIDATES/CAUSES EMOTIONAL DISTRESS OR APPREHENSION OF OFFENSIVE PHYSICAL CONTACT OR RECKLESSLY FRIGHTENS PERSON 17 YEARS OF AGE OR YOUNGER,M,7,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.090-003Y201753,F,E,HARASSMENT - 1ST DEGREE,FELPEC,53,565090,HARASSMENT - 1ST DEGREE,F,5,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.090-003Y202053,F,E,HARASSMENT - 1ST DEGREE,FELPEC,53,565090,HARASSMENT - 1ST DEGREE,F,5,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.090-999Y197553,M,A,HARASSMENT,MISPEC,53,565090,HARASSMENT TO FRIGHTEN OR DISTURB ANOTHER PERSON,,7,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.091-001Y201753,M,A,HARASSMENT - 2ND DEGREE,MISPEC,53,565091,HARASSMENT - 2ND DEGREE,M,7,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.091-001Y202053,M,A,HARASSMENT - 2ND DEGREE,MISPEC,53,565091,HARASSMENT - 2ND DEGREE,M,7,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.091-002Y201753,F,E,HARASSMENT - 2ND DEGREE - 2ND OR SUBSEQUENT OFFENSE,FELPEC,53,565091,HARASSMENT - 2ND DEGREE - 2ND OR SUBSEQUENT OFFENSE,F,5,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.091-002Y202053,F,E,HARASSMENT - 2ND DEGREE - 2ND OR SUBSEQUENT OFFENSE,FELPEC,53,565091,HARASSMENT - 2ND DEGREE - 2ND OR SUBSEQUENT OFFENSE,F,5,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.092-001Y200513,M,A,"AGGR HRSM EMPLY DMH,L/E BOD FLUID",MISAST,13,565092,"AGGRAVATED HARRASSMENT OF AN EMPLOYEE OF THE DEPARTMENT OF MENTAL HEALTH, OR A LAW ENFORCEMENT AGENCY OCCURS IF A PERSON CAUSES OR ATTEMPTS TO CAUSE SUCH EMPLOYEE TO COME IN CONTACT WITH BODILY FLUID(S)",M,7,ASSAULT,FALSE,Assault,13,
565.092-999Y199750,M,A,TAMP W EMP-EXPEL FLUIDS,MISJUD,50,565092,TAMP W DOC/DMH/LAW ENF EMP CAUSE CONTACT W BLOOD/URINE/FEC/ETC,,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
565.095-001Y200453,F,D,BURN-CROSS-INTIMIDATE-2ND/SUBS,FELPEC,53,565095,INTENTIONALLY BURN A CROSS TO INTIMIDATE - 2ND OR SUBSEQUENT OFFENSE,F,4,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.095-002Y200453,M,A,BURN A CROSS TO INTIMIDATE,MISPEC,53,565095,INTENTIONALLY BURN A CROSS TO INTIMIDATE,M,7,PEACE DISTURBANCE,FALSE,Peace Disturbance,53,
565.110-001Y190010,F,A,KIDNAPPING - 1ST DEGREE,FELKNP,10,565110,KIDNAPPING - 1ST DEGREE,F,1,KIDNAPPING,FALSE,Kidnapping,10,
565.110-001Y202010,F,A,KIDNAPPING - 1ST DEGREE,FELKNP,10,565110,KIDNAPPING - 1ST DEGREE,F,1,KIDNAPPING,FALSE,Kidnapping,10,
565.110-002Y195010,F,B,KIDNAPPING - FACILITATING A FELONY - INFLICTING INJURY - TERRORIZING - 1ST DEGRE,FELKNP,10,565110,KIDNAPPING - FACILITATING A FELONY - INFLICTING INJURY - TERRORIZING - 1ST DEGREE,F,2,KIDNAPPING,FALSE,Kidnapping,10,
565.110-002Y202010,F,B,KIDNAPPING - FACILITATING A FELONY - INFLICTING INJURY - TERRORIZING - 1ST DEGRE,FELKNP,10,565110,KIDNAPPING - FACILITATING A FELONY - INFLICTING INJURY - TERRORIZING - 1ST DEGREE,F,2,KIDNAPPING,FALSE,Kidnapping,10,
